id,fit,a,b,c,cdf_r2_score,pdf_r2_score
1,pdf,0.038404708307021695,0.9275267211019468,1.608412100476763,0.9736817667588284,0.8112464380843685
2,pdf,0.06478467048470123,0.9453971796242566,1.305652661887225,0.9536993388669335,0.80522794031931
4,pdf,0.0331531943119646,0.9361541726436043,1.588544991024598,0.9765810495874102,0.8133730561627845
5,pdf,0.04663982636956335,0.9469028355963298,1.3939872436468117,0.966287604927026,0.8266805704612652
7,pdf,0.06554505647801126,0.9297098871298092,1.4167856675137303,0.9724430122986489,0.8370407849297834
8,pdf,0.05273098446222861,0.9428366338009558,1.3897585603087406,0.965157123390655,0.8043833235613839
9,pdf,0.39797545518051014,0.7253667711913231,1.6118608926133193,0.9732066672183379,0.8482216113028254
10,pdf,0.034759934066421076,0.9395209790494826,1.54551522452017,0.9691126227310457,0.7777879862634438
11,pdf,0.1205250580721844,0.9354171594475128,1.1717773391212347,0.9211125443145142,0.7633595039831805
12,pdf,0.05264348886510415,0.9592643475922814,1.2496074582028704,0.9558075664912701,0.7935181954461485
13,pdf,0.07112170072909184,0.9434209889118923,1.2901876958936593,0.9659850424198085,0.8379779431561549
14,pdf,0.0561200732793652,0.9547879462496579,1.2696159957523578,0.9693324495746274,0.8062921601239983
15,pdf,0.04271995391589642,0.9650559067708168,1.252586712749622,0.9699526860796917,0.8213535144253501
16,pdf,0.07104563736385225,0.8984484961309211,1.5931547261936607,0.9551522381053986,0.687192087825113
17,pdf,0.18402473116366738,0.8983392351080792,1.2298858943541877,0.9571655247129656,0.8047860442465701
19,pdf,0.06411376909397311,0.9432392195327108,1.32376724349856,0.953877505248927,0.8087344711980261
21,pdf,0.06662265575040875,0.9429862675697464,1.3117884264611104,0.943683225295728,0.7680917120950829
23,pdf,0.06918341869738744,0.9302357987045189,1.3939138915288911,0.9691815268649847,0.8328774660348741
25,pdf,0.05860426772909473,0.9293525779476126,1.4543442872495498,0.9321649911969904,0.7441131381704412
26,pdf,0.0952273509830838,0.9525528376221882,1.127470544753739,0.9398828853015365,0.810138949872187
27,pdf,0.06726283789695332,0.947035878042229,1.279765623316457,0.9661404379845813,0.8185329052776472
28,pdf,0.08933264978387633,0.9118149360717531,1.4238561588974754,0.9836998277024466,0.86973513185163
30,pdf,0.03774630489495491,0.9309806613745348,1.5867709810968393,0.9811444476755916,0.836019685020238
31,pdf,0.0853445023112923,0.89377708819265,1.5517119067032958,0.9677608804645298,0.8072388674453433
32,pdf,0.0844436294929953,0.9565141918510736,1.1329164530008022,0.9698777148063341,0.8421893788577764
33,pdf,0.022313477363867615,0.9520652689349345,1.565782333956045,0.9283246310055583,0.7154918306290097
34,pdf,0.02829625956138129,0.9492165842822096,1.5230933280927839,0.9438462584072403,0.7227625337240275
35,pdf,0.13536840617628004,0.895617205746952,1.3633037240637826,0.9339112023280192,0.6932288618991234
36,pdf,0.05146204512077009,0.9591587830470685,1.2567894430203193,0.9537928687544308,0.7927098199552759
38,pdf,0.05586322004140057,0.9510885835247626,1.302576684783755,0.9162689690872806,0.7680734359093309
39,pdf,0.06011061768650446,0.9177335386739727,1.5282684741070565,0.9632981743469111,0.7958084049927541
41,pdf,0.07791716762983411,0.9040520706892745,1.521740093464146,0.9386829921897704,0.7072929092475735
42,pdf,0.3376408507244829,0.9767622310079028,1.0000000050312408,-6.424260666612058,-0.7389822301828897
43,pdf,0.08133174771623779,0.975129819538873,1.0000000007861762,0.5803868847159981,0.715902817427987
44,pdf,0.14095224621130253,0.9562631546627541,1.0000000013776746,0.7834503109266232,0.8139792713289089
45,pdf,0.08317958198314841,0.9344580686202737,1.3014083472632678,0.9769670056388541,0.8296391983601906
46,pdf,0.09743795022087552,0.9497066522685577,1.143175823638707,0.9396616145193384,0.8190389441045011
48,pdf,0.1300005458516153,0.9517479680680825,1.0372352366510074,0.9504983651516864,0.7851196741859885
49,pdf,0.07909053163660273,0.9320857300137023,1.336649795294633,0.9506954239739888,0.717612212563656
50,pdf,0.19964992241232504,0.9912877066615209,1.0000000029750156,-5.0103125644471795,-1.3841258895533937
56,pdf,0.07066428261928905,0.9424680575366082,1.2979073548557354,0.9543224273361159,0.7773708633936317
60,pdf,0.1298968427763429,0.8902012336338907,1.399827637067639,0.989150562347886,0.7900887806869035
63,pdf,0.1572125802361986,0.9539014251473236,1.000000001416608,0.3547448673816236,0.4087024636966533
64,pdf,0.22156311786882255,0.989826827044238,1.0000000033015477,-9.04500916519546,-1.0499324965559245
66,pdf,0.0481764866484165,0.9412644096898717,1.4304293080802608,0.9644132135986803,0.7501103338371069
69,pdf,0.06814098198794594,0.9782221645367456,1.0000000006631486,0.8068196007221006,0.7600184259683089
71,pdf,0.04937817538521198,0.9486956784969993,1.3588239939503943,0.8802940587362177,0.6888621395906543
72,pdf,0.07420571632378331,0.9497472382144407,1.2255148787492356,0.8874519099490538,0.747508205722698
74,pdf,0.06164823339289216,0.8962800081241593,1.6562453317147796,0.9630048355573272,0.7291466853078452
75,pdf,0.07550910278757718,0.9254636896195962,1.3973997480559195,0.9319712083338271,0.7146375718625149
77,pdf,0.09667522009874173,0.8996166033189353,1.4690458330570235,0.9164148203241551,0.6916058314212692
78,pdf,0.06127760136433851,0.9466664598099863,1.3086257002586654,0.8810972560041102,0.727521281680628
79,pdf,0.05567871418712189,0.8892045029898582,1.7324528462542392,0.87699644921275,0.571162377608474
81,pdf,0.10681475175744536,0.9457526146414496,1.1418596439565978,0.9572376786244412,0.7920640607333811
82,pdf,0.05373989456820655,0.9014204286462759,1.6722064012999913,0.9277330863890692,0.6639964526761398
85,pdf,0.042365724014885565,0.9433834426836106,1.452014980845246,0.9423346756522748,0.7466217646444135
86,pdf,0.024068292302903523,0.9441003303884884,1.613278411571154,0.8893631706078996,0.5828985946512117
88,pdf,0.04849599844790061,0.9222679877367557,1.5633974583600012,0.8783829177763083,0.6145893403660696
90,pdf,0.045991568587296,0.9362009608408538,1.4806622333656478,0.945451776205628,0.6689060539030394
91,pdf,0.03645053815586778,0.9502157147885589,1.4346122648243893,0.964101571108737,0.6982749370902039
93,pdf,0.020742011402107744,0.9523100424853095,1.5811351842038321,0.9896139019407435,0.8715755934417857
94,pdf,0.01030619502519221,0.9614004584805979,1.672306821306268,0.9957628474421008,0.9276668260328389
95,pdf,0.047922471146813354,0.936474393583445,1.4492929436336504,0.5558925714733837,0.6333463099189779
96,pdf,0.06117307052245985,0.9579335987744007,1.2161519279147657,0.8925948342522906,0.7039165872911998
97,pdf,0.051999334558741,0.9693551053864765,1.1539014088930275,0.9730812298210478,0.7446289582045476
98,pdf,0.18492136283416602,0.9326442421642237,1.044481313746389,0.9509953564639827,0.8442837939109995
100,pdf,0.05866074295596698,0.9355685730984247,1.4088429419651238,0.9730195020553387,0.8163780811626886
102,pdf,0.09546586514193599,0.9699026715152701,1.0000000010716619,0.8577426303068555,0.8711015631954875
104,pdf,0.07577728601595964,0.9457217290838085,1.2499506048314217,0.9254496164627253,0.7704362697389631
105,pdf,0.07198208632221585,0.9461660331129644,1.2639866798003483,0.9199925538113403,0.7479689755823407
106,pdf,0.16711024703819571,0.9420632641558794,1.0000000025016509,0.7207030296324797,0.749569885988729
107,pdf,0.07320894829422378,0.9603616551676291,1.1425833642712173,0.9751529868384902,0.8745145131181958
108,pdf,0.08543108357840823,0.9276433938035181,1.3383959732447772,0.9132488897538983,0.7405172770624275
109,pdf,0.1320778236823055,0.9149350870578198,1.2652224222055923,0.9462025422664032,0.7850214481814677
110,pdf,0.07049364176576395,0.959978335461254,1.1576334809143676,0.9497258899053084,0.8110900378383596
112,pdf,0.15997572909466753,0.9138171912119818,1.1951570827262166,0.8051540923181474,0.7199902415941175
113,pdf,0.03809333333648959,0.870998669052868,1.9941952143178996,0.9586834839009607,0.6800599055417795
114,pdf,0.08929707445243834,0.9456931213442181,1.1983182654017097,0.9030578206235529,0.7707803825793853
116,pdf,0.045926200042447546,0.9464387991979653,1.392292774587605,0.7314553408224173,0.6668027107187873
117,pdf,0.050687946594096846,0.9617250741083605,1.2374979014311474,0.9154321621759555,0.7734778507686548
118,pdf,0.11905285757238729,0.9226069634011111,1.2595877743054287,0.941017351425467,0.6993241050559547
119,pdf,0.05930861415264875,0.9325263219502535,1.414756167973736,0.6926254658780875,0.6191643903399981
121,pdf,0.04679473634928446,0.9529093627066031,1.3417073757039404,0.9434244755126642,0.6930484183892052
123,pdf,0.05538528958330935,0.8522144238338859,1.8409859569856866,-4.488837246907328,0.6279274788861228
124,pdf,0.02322490214733061,0.9619422859478693,1.4487397032552127,0.8166874249673005,0.6541538724722042
127,pdf,0.02442612209577581,0.9453733049191649,1.6023537582176388,0.9548118229341198,0.6890811180119203
128,pdf,0.08127125054726592,0.9165334656770953,1.4254553961030192,0.8819901848525586,0.6844981004370527
130,pdf,0.07643475646628277,0.9442175831713997,1.255538797275869,0.8606358124947345,0.7024616237396031
131,pdf,0.059518305539615665,0.9585659205620374,1.2187933556206396,0.9080084677558702,0.7488264693854483
132,pdf,0.05467592594198329,0.9161224858539653,1.5682578711801747,0.9126938942110788,0.6204633456036379
133,pdf,0.09400258457044104,0.9378651971791735,1.2264070197756112,0.62911504005725,0.6803147158340346
138,pdf,0.04665964475674728,0.9264756529331181,1.5477008692229273,0.8917089806190404,0.5790671433425474
139,pdf,0.04646334641953511,0.9547571366173846,1.3251976638307497,0.9293457923815802,0.7172705830771418
140,pdf,0.043094166604134974,0.929143168123014,1.5543317651400754,0.9869871787224221,0.7953168058504647
141,pdf,0.06245410536597054,0.9493065434298318,1.282798187588813,0.9633784611421933,0.8058610315678469
143,pdf,0.050696176427063255,0.9344976910281989,1.4608888391137966,0.8695552618336844,0.6666417618764847
145,pdf,0.057524019894256845,0.9609496081432075,1.2071244092991542,0.9750335983469348,0.8359565559723048
146,pdf,0.03471187098436706,0.952243445903039,1.4347419473860565,0.9551966359377919,0.7122780294421893
147,pdf,0.2967317193185899,0.9816823981394611,1.000000004421647,-5.392868515963016,-0.6900598028535305
148,pdf,0.04162639225301337,0.9512399995388893,1.3894618077697016,0.9243617525507283,0.7350279473572349
150,pdf,0.04344984838037594,0.8682681404664777,1.9603574159612296,0.9583292895156731,0.628418025471264
151,pdf,0.05166464986483702,0.9668537513947756,1.1826901486923622,0.9660606145946299,0.829371808496956
152,pdf,0.07826078293605039,0.9754053266918862,1.0000000008742802,0.8033532461762452,0.7442212020890866
155,pdf,0.08202669557755525,0.9611134693852712,1.103531473148104,0.9772154641366579,0.9089745106782153
156,pdf,0.03128108387097091,0.9610466395592324,1.3807763267666402,0.9695680446404532,0.7257662451673309
157,pdf,0.06821004756316797,0.9619437156733404,1.1470872331107815,0.8439849918877306,0.7261041164050336
158,pdf,0.07896240285502076,0.949048921437969,1.2155809957816148,0.9542860345403039,0.7638474558443868
159,pdf,0.10573422814606304,0.9675844823025397,1.000000001028393,0.6646422821778359,0.5897291761884068
161,pdf,0.19881305132363153,0.9357892407139538,1.0000000011812757,-1.0544142578234954,0.6848902815605838
163,pdf,0.09694992361252297,0.9012947646510124,1.4579478671453703,0.9467779604400132,0.7070191886785759
164,pdf,0.08644639751080482,0.948414452374642,1.1902859600764204,0.9398984484639212,0.7640830841763153
166,pdf,0.06327864855940551,0.9385649645261317,1.3631108421677103,0.9697582357414062,0.8222556377547412
167,pdf,0.08803801661498087,0.9496817548003446,1.1728590143181188,0.9407688744888869,0.7788692322806213
168,pdf,0.10732410421677246,0.9049010816793793,1.4000981680175464,0.9234943092345156,0.6769330683100699
171,pdf,0.05578055338036006,0.9815801136357268,1.0000000005472944,0.8868420744430379,0.7685954912465176
173,pdf,0.0718912397384381,0.9185805438898,1.4581001259085413,0.916984881485431,0.7131032504377706
174,pdf,0.028363808076633936,0.9721516087494341,1.2855168454842625,0.9664228948176121,0.7696006017937979
175,pdf,0.05937651128015354,0.9555443681228349,1.2476936204921707,0.9428982537203058,0.7720371374751784
