id,fit,a,b,cdf_r2_score,pdf_r2_score
1,pdf,7.950002261684691,2.0941053863589025,0.9963673923220324,0.9767077136239394
2,pdf,7.475811369058519,1.7618080948386028,0.9948933451510719,0.9553219080860254
4,pdf,8.929701403203453,1.9712780046032734,0.9966482271144737,0.9532545420570143
5,pdf,8.38721843444293,1.7952211843260315,0.9992037943639454,0.9856909864924948
7,pdf,6.63050848531155,1.8140577064102736,0.9969506815440434,0.9732892212079014
8,pdf,7.83980018167338,1.8081085163357515,0.9978270391610313,0.9534637923474895
9,pdf,1.868845926163162,1.905412138320703,0.985992234308848,0.9360320640050536
10,pdf,8.87356804510675,2.0590183615534494,0.9973109465332265,0.9501289020103049
11,pdf,4.737788179510276,1.736063711890659,0.9966850785911904,0.9614485320268077
12,pdf,9.095030052406495,1.727458549472391,0.9977203157495821,0.9481122034946226
13,pdf,6.928510917542466,1.665060333496779,0.9985444243365256,0.9756888009587661
14,pdf,8.288512187248568,1.6172783962847095,0.9981027957235122,0.9413818462274588
15,pdf,10.787763833747256,1.566497150097502,0.9990335815921032,0.9422014257891275
16,pdf,5.536079779087093,2.5543379396931614,0.9855166328059851,0.8983395410367725
17,pdf,3.4857889669187356,1.7542610815065078,0.9951626322068018,0.9557143257840609
19,pdf,7.025989745766982,1.7610125927777622,0.999178984209523,0.9825626187622077
21,pdf,6.575627542684007,1.8527687379183646,0.9958196189921382,0.9779229411293336
23,pdf,6.390273536625394,1.8298096013998417,0.9983339689874814,0.9877628839763627
25,pdf,6.428521726466237,2.1156288660911975,0.9983935250942753,0.9920501798478197
26,pdf,6.220504054987995,1.5965268663113583,0.9977229725180484,0.979501913836361
27,pdf,7.293197652479261,1.6951339000741308,0.9984186967331836,0.9572370084382231
28,pdf,5.295707224557732,1.6841383853396172,0.9981946315586867,0.9673826118993167
30,pdf,8.267574879267675,1.9583239189100916,0.997492787821205,0.9639416110100585
31,pdf,4.884453308215964,2.0521213355151566,0.9969822502184466,0.9884703116664816
32,pdf,7.310464761320957,1.4744602095124049,0.9990512364799187,0.9479436397229143
33,pdf,10.893314803739136,2.341684086880032,0.9990250872565802,0.9900423953365095
34,pdf,9.529873471134868,2.188579715941364,0.9970116263555564,0.9734121357787586
35,pdf,3.703026224063227,2.059999375330862,0.9946698491577771,0.918270614303146
36,pdf,8.90936093383232,1.6919201184966781,0.9984513234187062,0.9561533495608147
38,pdf,7.780488666094969,1.86048077300551,0.9991473052984028,0.984084813355045
39,pdf,6.2040503174490915,2.0544419082510736,0.9979186945285571,0.9884114033892999
41,pdf,4.88141729034677,2.2775645651161316,0.9962227470628101,0.9733467064100649
42,pdf,1.7526697876221449,1.5889486591570747,0.9899168092123116,0.9839795732774604
43,pdf,6.138966066557561,1.0000000000000002,0.9871592706254255,0.9495394540597896
44,pdf,4.273364359791736,1.0017613442330975,0.9948534903389259,0.9602539697948365
45,pdf,6.33277330976755,1.721679527191311,0.9961597520364581,0.9318648253048808
46,pdf,6.15383247390028,1.6767985630548246,0.9983706727517256,0.9915613799930029
48,pdf,5.447697411182236,1.5685263846246629,0.9957511143395054,0.913370429049818
49,pdf,5.9322238220244286,2.103921592679813,0.9947590393513128,0.9157843222742328
50,pdf,3.5427770160112355,1.5240786123434773,0.9877688998940601,0.949719428989371
56,pdf,6.57149552359178,1.8894974185342874,0.9964612473380162,0.9707874691713384
60,pdf,4.721552175206598,1.5778210904916907,0.9774510131163665,0.784726960957341
63,pdf,2.107478034790739,2.0321074284009417,0.8308174613794593,0.6505819831196378
64,pdf,2.546834061076831,1.5681444629831922,0.989623297638288,0.9336783780287491
66,pdf,8.000828275152992,1.8066229403642227,0.996870385493275,0.8899063857929589
69,pdf,8.73153180101395,1.5224350568188025,0.9885326301178413,0.9696047646009556
71,pdf,8.022380273872555,2.2672501234565416,0.9964726449751827,0.9604385252871204
72,pdf,6.722243245486452,1.8466993502712106,0.9983859344139324,0.9712066113042035
74,pdf,5.38915509390482,2.327885369087962,0.9967449215595963,0.9555947567848196
75,pdf,5.938169895715139,2.0390835485642382,0.9944709044242666,0.9184278576167438
77,pdf,4.652676551056286,2.3924923611397735,0.9930894836927353,0.9630109664277459
78,pdf,7.180076367548145,1.8860270478737435,0.9985551808113643,0.953922208987025
79,pdf,5.334699079672358,3.3055714659450133,0.9931336441527817,0.9603195859160903
81,pdf,5.807098671209761,1.5736355331005367,0.9978112796768837,0.9225182328472044
82,pdf,5.4930418137499455,2.599011294493682,0.9966451759000488,0.9767191843232178
85,pdf,8.132295452231812,2.1109937949390316,0.9982055885632634,0.9774682941632182
86,pdf,8.941556236965157,2.828553984882642,0.9898123793656163,0.9450015961182433
88,pdf,6.1939311744819285,2.438931517104622,0.9952404321115675,0.9292473879966884
90,pdf,6.995459914912381,2.063356301386574,0.9907102317521647,0.9017042745781054
91,pdf,8.504634453611999,1.9436818815515482,0.9774128915675061,0.9011757696752203
93,pdf,12.072514129182094,1.8065725495323242,0.9993382903726272,0.9667275948779841
94,pdf,17.377073424479228,1.757786483540343,0.9991067095149408,0.972770127499783
95,pdf,6.960646098506364,2.3745975146805742,0.9975865246110809,0.9830575940304971
96,pdf,7.742783598951229,2.0048737944178225,0.9949607722510974,0.9428880499342246
97,pdf,11.734952466667632,1.5854614482358818,0.9909710728273757,0.8013843518676875
98,pdf,4.375578726363303,1.53646041137526,0.9905641445507277,0.9161471660255481
100,pdf,7.011859428950409,1.8789948609951053,0.9977921852613215,0.9704333313564918
102,pdf,7.557046903345366,1.1818383042176872,0.9916810322925985,0.9325621069939345
104,pdf,6.367201209407274,1.7585100121859272,0.9973566885207112,0.977169393431039
105,pdf,6.706091821627045,1.9144033532404292,0.9977177446242573,0.9635413340662546
106,pdf,3.0303799094597412,1.2954028547733936,0.9939966333694837,0.9707154430866176
107,pdf,8.433683030286089,1.4517900773311434,0.9984252655754914,0.9615271868110792
108,pdf,5.348107987405717,1.9330149112608375,0.998166796759548,0.9725142623001228
109,pdf,4.245963512977302,1.7984991859428021,0.9974277499730906,0.9709037580598514
110,pdf,7.882035851446503,1.5923427115902828,0.9986476258511617,0.966134824921143
112,pdf,3.676361006015844,1.960041131276599,0.9965590615588757,0.989133295999327
113,pdf,5.638969235851381,2.839296950795456,0.998062047533649,0.9680103791821638
114,pdf,5.960787136672603,1.762196165586076,0.9983238703094547,0.9839236477467886
116,pdf,7.7294745132872755,2.235175546630949,0.9983510076216355,0.9769616689509305
117,pdf,9.306295716983573,1.8189805788654971,0.9988575563994216,0.9747010068332799
118,pdf,4.984922390110835,2.114526840840031,0.9856663115077234,0.8699385478070392
119,pdf,6.028316750057719,2.354849480681146,0.9943977357479628,0.9501688315137437
121,pdf,8.838695182233533,2.0162314381331305,0.9958182717915386,0.8747831051317944
123,pdf,4.851787615088339,2.2309040056859244,0.9944526461292954,0.9590599046904107
124,pdf,11.679489703334252,2.3219274387130198,0.9979446886198405,0.9552961770904238
127,pdf,9.785577147247583,2.3257442212747366,0.997062975877644,0.9231681056381609
128,pdf,4.968796279436668,2.2039898977827135,0.9965593936698304,0.9730254749208103
