id,fit,a,b,c,cdf_r2_score,pdf_r2_score
1,pdf,-1.669744806840978e-13,-0.0015617441922913917,0.0810597167302239,0.9258367524442114,0.5635441628965558
2,pdf,-2.5088063500491046e-14,-0.0012500005137492149,0.07437502033248532,0.8424190297511964,0.5803473568423663
4,pdf,-1.3085225964505138e-11,-0.001241969683229023,0.07235893801708126,0.9313837508130578,0.5672765083841264
5,pdf,-1.0999211245045643e-16,-0.0010646340456839402,0.06799183670559782,0.8942192262585537,0.597360769677356
7,pdf,-3.75478383612444e-16,-0.0018991860534733165,0.09018323914741724,0.905752462710321,0.6029529346472109
8,pdf,-1.2279898409409698e-12,-0.0012474612127703105,0.07366828416468987,0.8878375153805329,0.5809934506685767
9,pdf,-0.0035251265763615856,0.008692740015315064,0.24101926129545942,0.8507084972198362,0.45520149789497066
10,pdf,-1.934327340636941e-13,-0.001149276884361278,0.06988818597751222,0.9183076824637888,0.5471639098601605
11,pdf,-5.267705722552125e-16,-0.0019487501745991166,0.09363741097806222,0.7299628982290868,0.509251667127241
12,pdf,-1.2488573552852674e-13,-0.0007654430186983784,0.05826271590158947,0.8437169324492169,0.5839242272131984
13,pdf,-1.416789628567524e-15,-0.0014219896864066744,0.07892965058277102,0.8680772828033938,0.6078705476587444
14,pdf,-4.929352368700032e-16,-0.0009461780867821916,0.06432714708501128,0.8817954265068468,0.5966954233382802
15,pdf,-1.1326157258031573e-15,-0.0005791909361832435,0.05054485814464224,0.8760377931887096,0.6174945370703895
16,pdf,-3.6556946321212645e-12,-0.003075167710009172,0.11393310989221668,0.8890760632152086,0.4628255864320261
17,pdf,-3.163389059949996e-12,-0.005236366739117635,0.14950436471834516,0.833987432036005,0.5397263015044778
19,pdf,-1.3336096734115037e-14,-0.0012919093879579949,0.07537953709730415,0.853568729794544,0.5749179759713186
21,pdf,-4.534015510612369e-15,-0.001294033449310432,0.07546131344624137,0.8406186073197086,0.5407986214129685
23,pdf,-3.8672647612300406e-11,-0.00190427003499006,0.09033833685343515,0.8987008393546373,0.5962133977033925
25,pdf,-2.2758767278796366e-16,-0.0015763700803123166,0.08295619634247627,0.8526856283274766,0.5057276920327304
26,pdf,-6.568393628542707e-16,-0.0011919602246859774,0.07327587313512983,0.7490993136088637,0.5593451847034401
27,pdf,-3.6639183922483906e-14,-0.0012781603135121925,0.07485019776590607,0.8695261023186531,0.6001047278040386
28,pdf,-2.371670251991121e-11,-0.0031535928107959883,0.11443411125246197,0.9348662153215991,0.6154552171680865
30,pdf,-1.3675525066425456e-10,-0.0015001980906249519,0.07905961380721108,0.9407132767219182,0.5856180219949123
31,pdf,-3.626266156741906e-13,-0.0035778843544949984,0.1223790592457611,0.9043482300041276,0.5362421009644751
32,pdf,-8.309850001964863e-14,-0.0011289865798478854,0.0706624670171895,0.8418783185345402,0.6188718237616588
33,pdf,-4.2191299013602254e-14,-0.0006082022778031809,0.05161236940576448,0.871310964667593,0.48355600687550215
34,pdf,-7.406893719741961e-17,-0.0007491175529823733,0.05708131887280981,0.8849988668154958,0.49579262263929125
35,pdf,-8.829565954801641e-16,-0.004026414010881659,0.13202244668891394,0.8194718643114308,0.4558138811624147
36,pdf,-2.117465981929321e-13,-0.0007409712304027869,0.057390788160843836,0.8390660849376401,0.5770233144185815
38,pdf,-8.519846910589022e-17,-0.0008987845954715276,0.06352560161842406,0.7931010350657429,0.5349514314979722
39,pdf,-1.0344019661950047e-10,-0.0021375272299444838,0.09540236943041848,0.9004092133465509,0.5434445822275342
41,pdf,-8.009480466995585e-15,-0.0027423605099571396,0.10839173147070466,0.8674601486097433,0.46538179749277586
42,pdf,-2.324918573908824e-15,-0.018414330185816643,0.2749361367654734,0.7613477438126733,0.5062822768339591
43,pdf,-1.8791481502224585e-13,-0.000559362546054351,0.05114452243515387,0.3700340169675196,0.4429368571831863
44,pdf,-1.629020196729504e-15,-0.0016803548082638341,0.08743037347321123,0.6125022696143699,0.5127205448323326
45,pdf,-1.5962178516080795e-11,-0.0021107959279601488,0.09464045564656383,0.9155152258482666,0.6241925890560627
46,pdf,-1.5346205994731943e-17,-0.001316591705842754,0.07700537238081281,0.7516319001307895,0.567556447632347
48,pdf,-2.308458968185172e-13,-0.0016030319546583938,0.08468541246112297,0.7560640736055746,0.5410467569875427
49,pdf,-1.5074105625330362e-12,-0.0018851804067839372,0.09063318432129294,0.8535431441866461,0.5124767482967747
50,pdf,-4.180197432232497e-10,-0.007424221402178889,0.17431796640223304,0.9052276030891261,0.6339711917802244
56,pdf,-7.304898688388999e-16,-0.0014200233229645556,0.07885787831621309,0.8545951163878458,0.5600693210510701
60,pdf,-0.00017940039714400596,-0.0020838176044481673,0.1352512818703393,0.9462128517872441,0.5879412014853422
63,pdf,-6.207944779325758e-18,-0.001726363305261799,0.09003928766909093,0.10942247005994299,0.22558216125532426
64,pdf,-1.3700364026371544e-13,-0.0087437349921456,0.19345082408207945,0.7624422501182138,0.5248102671518431
66,pdf,-4.600063436332868e-12,-0.0012318536867943534,0.07306739944532781,0.8938218506935387,0.5347143263732984
69,pdf,-4.253401746132684e-15,-0.0004055921468223265,0.04332453632801052,0.5417436059197687,0.49861455997125403
71,pdf,-4.0622750451330275e-16,-0.0008676385321440397,0.06248863207525245,0.7757677794929219,0.4735088662428447
72,pdf,-3.813399076086052e-13,-0.0010161766600100916,0.06797516925904841,0.720700216792751,0.5070133669559145
74,pdf,-1.1105055711920823e-13,-0.0029150327634847157,0.11016993667053747,0.9082269046077126,0.4692603323350235
75,pdf,-4.1568953773540433e-13,-0.0019292736929749368,0.09202212174445194,0.8321425147911167,0.4899859794197923
77,pdf,-4.353253715611448e-12,-0.0031199194608206213,0.1164380294298094,0.8237566898057485,0.4557007638417975
78,pdf,-1.865578662197768e-12,-0.0009976925206592112,0.06713414400821184,0.7585678966397238,0.4947741036643889
79,pdf,-6.329032203935411e-13,-0.002558047291903495,0.10482529072112884,0.8432869715536686,0.3500046912007315
81,pdf,-6.014201147178491e-13,-0.001650829077020544,0.08552503244966479,0.8062736949996594,0.5601202205373246
82,pdf,-4.0264066610846807e-11,-0.0023083268096266,0.09919330370553296,0.8752097600868455,0.41461412609014625
85,pdf,-1.0773585592803846e-16,-0.001037861410833696,0.06736492391411611,0.8677008909786961,0.5203281523831558
86,pdf,-6.977892367538689e-17,-0.0007286350379651956,0.05640391255467603,0.8558214447023715,0.37886882647213116
88,pdf,-2.2818000285301535e-15,-0.0014931466380656284,0.08078448343200341,0.8386065294439282,0.3953258475125009
90,pdf,-2.239605552591373e-12,-0.001265895054505749,0.0737868571880913,0.8860198673500201,0.4531798279808976
91,pdf,-1.9988893782592166e-12,-0.0008837082985532804,0.06116858751847666,0.9192571105492877,0.4962694478226507
93,pdf,-7.110051640710712e-08,-0.0007331338759212387,0.05498826749157745,0.9647781547890852,0.6234691686277825
94,pdf,-4.827064374722807e-06,-5.7641537452565714e-05,0.03526205664730946,0.9757334566007587,0.6740964665304474
95,pdf,-8.753045902170754e-18,-0.0008953179570244231,0.06383108418101127,0.7063060061422628,0.4072602752649409
96,pdf,-9.544491682802894e-15,-0.0007357751391525345,0.05788248849062543,0.7245770740593247,0.486469939408795
97,pdf,-1.291217447251104e-15,-0.0006075588435767101,0.051576658679645386,0.8930150103945332,0.59732424899717
98,pdf,-6.382369183296605e-15,-0.0034454658138018315,0.12263511329457177,0.816335722399953,0.587540133189337
100,pdf,-1.1299206271485197e-13,-0.0016328741203190907,0.0833714393336666,0.9153503841922918,0.5970037366020531
102,pdf,-2.1108551110013201e-13,-0.0010570465153106206,0.06870879654500678,0.8136623182001305,0.646478747725594
104,pdf,-1.4605462392538294e-15,-0.001223802970292234,0.07395426420168487,0.7874203782103787,0.5327889303657857
105,pdf,-7.696062004628074e-15,-0.0011772368798838694,0.0726648543380387,0.7788724116053195,0.5195241177737164
106,pdf,-3.719742924287514e-15,-0.0052159182880190235,0.15171040661780344,0.7207729894455026,0.5656615202066746
107,pdf,-2.895271972032683e-17,-0.0009619783393636966,0.06503025832396428,0.8686841623310972,0.6614903097890303
108,pdf,-6.974886635259323e-14,-0.0018670236368977199,0.09098129857644507,0.7983961708030106,0.4990908011180736
109,pdf,-1.1484797260369462e-13,-0.0031768496830226565,0.11783281730369592,0.8119740205364269,0.5315115453671068
110,pdf,-4.817262913705022e-16,-0.0008295726123978881,0.061063844314881696,0.7877822517073166,0.5799066335072448
112,pdf,-4.7605164445363274e-15,-0.0028186975082584768,0.11322846719502665,0.6103223367766797,0.4439830507688213
113,pdf,-3.1441655775647285e-05,-0.0018879490526289937,0.10205131210387695,0.8962594394306292,0.36635143129278136
114,pdf,-3.386188102632044e-17,-0.0012709601304655865,0.07586412918635108,0.7224934934404654,0.5203523560719412
116,pdf,-5.196701608625298e-15,-0.0007656345748944196,0.05906373972465049,0.7211069566888422,0.43946008655431124
117,pdf,-3.0179094937876455e-12,-0.0006102633230696383,0.05264956731412435,0.7591673057143318,0.5457976849738666
118,pdf,-5.221379287688774e-12,-0.0027480438018158853,0.10986020148646317,0.805790148064422,0.487140917629308
119,pdf,-8.739632098244042e-15,-0.0011489424154449122,0.07208586662577589,0.7242760986398911,0.3996275246015457
121,pdf,-1.1903698605624403e-14,-0.0008592370774138677,0.06164709453749107,0.8440390950745431,0.5005864053379001
123,pdf,-1.767524362862605e-17,-0.0011880083841850214,0.07440563743935474,0.4806104600787875,0.367135163181449
124,pdf,-4.75761187361392e-12,-0.00038199572513837105,0.04159022510041359,0.7809401030599493,0.44204262268009953
127,pdf,-2.4521221136948885e-15,-0.0008134076439053969,0.05910005119161233,0.9039265516258943,0.46898074367541076
128,pdf,-6.176264441626495e-15,-0.00209670961865249,0.09620770789082249,0.8012715887533387,0.44908874826044953
130,pdf,-3.696227272333317e-15,-0.0011500715297912917,0.07213385397633379,0.7246760792242422,0.4696272273341723
131,pdf,-2.1261193010538433e-14,-0.0007273845496974497,0.05743359198847124,0.7473062562861648,0.5217164178247551
132,pdf,-3.032529952716411e-11,-0.0018508588474029687,0.0895520840222837,0.8546015431217066,0.40401486447651547
133,pdf,-1.581472306469828e-17,-0.0012196701887932247,0.07509179697722909,0.5768585838880218,0.42629351815919003
138,pdf,-1.325557752758421e-14,-0.0014165852439307837,0.07873238844828126,0.837187643721977,0.3840497409889899
139,pdf,-8.527285675320564e-14,-0.000769533082139724,0.05846926400385457,0.826850386188568,0.5082254096094727
140,pdf,-3.697623359704118e-12,-0.0016874448232215653,0.08311295886349612,0.955826426448764,0.5524557678618343
141,pdf,-6.303848233946496e-13,-0.0011434413415269144,0.07069961927465034,0.8724200383460909,0.5873017339398929
143,pdf,-4.312398388647099e-14,-0.0012048527990501964,0.07318678233514266,0.8037122816242304,0.44474547476345105
145,pdf,-7.876814992677131e-14,-0.0008038324211624311,0.05939403587792139,0.882410084519206,0.6299444326364074
146,pdf,-3.916127116955084e-12,-0.0008049532904401804,0.059068623511507636,0.8893827995822283,0.52013864078553
147,pdf,-4.882514596518336e-10,-0.014799037894934404,0.24629904391728563,0.7940733971548893,0.4111276389811549
148,pdf,-8.206535633189272e-14,-0.000798289536434996,0.05951533225562844,0.8360264448237065,0.5131369300015859
150,pdf,-3.510871578440733e-05,-0.0020497745925934655,0.10594241241398837,0.8973083128952466,0.33734810590095443
151,pdf,-5.268431708021113e-17,-0.0005971340181631839,0.05157658535490278,0.8446042050297726,0.627898171607316
152,pdf,-1.463450571042044e-14,-0.0007105776467571932,0.0565344226621116,0.7526087722604173,0.5476875570975739
155,pdf,-5.249974666279513e-12,-0.0010182707596713546,0.06702206076433463,0.8646978728035837,0.6883876225470699
156,pdf,-5.007696357554279e-14,-0.0005924745194328635,0.05073947884061107,0.9050292682974579,0.5389990827666549
