,flowTime,frequency
0,0.0,0.0
1,0.5,0.053308193349331505
2,1.0,0.125128556736373
3,1.5,0.10138841275282824
4,2.0,0.10670209118957834
5,2.5,0.12264312649982859
6,3.0,0.11467260884470347
7,3.5,0.09910295966175295
8,4.0,0.06596388984116101
9,4.5,0.043823563021368986
10,5.0,0.03222488858416181
11,5.5,0.028625299965718203
12,6.0,0.021054736601531253
13,6.5,0.015169694892012342
14,7.0,0.0103702434007542
15,7.5,0.009398925837047194
16,8.0,0.008113358473317334
17,8.5,0.0070849045823334475
18,9.0,0.006542109473203063
19,9.5,0.005056564964004114
20,10.0,0.004199520054850874
21,10.5,0.0035424522911667237
22,11.0,0.003828133927551137
23,11.5,0.0021711804365215403
24,12.0,0.0023997257456290708
25,12.5,0.001685521654668038
26,13.0,0.0013998400182836247
27,13.5,0.0009713175637070049
28,14.0,0.00048565878185350244
29,14.5,0.0009141812364301222
30,15.0,0.0003713861272997372
31,15.5,0.0003713861272997372
32,16.0,0.0004570906182150611
33,16.5,0.00022854530910753056
34,17.0,5.713632727688264e-05
35,17.5,5.713632727688264e-05
36,18.0,8.570449091532397e-05
37,18.5,8.570449091532397e-05
38,19.0,0.00011427265455376528
39,19.5,5.713632727688264e-05
40,20.0,5.713632727688264e-05
41,20.5,2.856816363844132e-05
42,21.0,0.0
43,21.5,5.713632727688264e-05
44,22.0,0.0
45,22.5,0.0
