,flowTime,frequency
0,0.0,0.0
1,0.5,0.010801278518681803
2,1.0,0.04827510195084316
3,1.5,0.06613027664499063
4,2.0,0.10768213380359308
5,2.5,0.10999669348616775
6,3.0,0.11286233880745068
7,3.5,0.10999669348616775
8,4.0,0.08530805687203792
9,4.5,0.0783643778243139
10,5.0,0.05532899812630883
11,5.5,0.04441750247988537
12,6.0,0.03593078364377824
13,6.5,0.01961864873801389
14,7.0,0.01972886586575554
15,7.5,0.013997575223189684
16,8.0,0.009699107241265293
17,8.5,0.008596935963848782
18,9.0,0.007053896175465668
19,9.5,0.005841507770307505
20,10.0,0.005621073514824204
21,10.5,0.004849553620632646
22,11.0,0.004298467981924391
23,11.5,0.0031962967045078804
24,12.0,0.002424776810316323
25,12.5,0.0036371652154744845
26,13.0,0.0036371652154744845
27,13.5,0.0014328226606414637
28,14.0,0.002755428193541276
29,14.5,0.002755428193541276
30,15.0,0.002204342554833021
31,15.5,0.002204342554833021
32,16.0,0.0014328226606414637
33,16.5,0.001983908299349719
34,17.0,0.0007715198941915574
35,17.5,0.0006613027664499064
36,18.0,0.0006613027664499064
37,18.5,0.0005510856387082552
38,19.0,0.0007715198941915574
39,19.5,0.0003306513832249532
40,20.0,0.0003306513832249532
41,20.5,0.00022043425548330211
42,21.0,0.00011021712774165106
43,21.5,0.0
44,22.0,0.00044086851096660423
45,22.5,0.00022043425548330211
46,23.0,0.0003306513832249532
47,23.5,0.00022043425548330211
48,24.0,0.00022043425548330211
49,24.5,0.0003306513832249532
50,25.0,0.00011021712774165106
51,25.5,0.00022043425548330211
52,26.0,0.0
53,26.5,0.00022043425548330211
54,27.0,0.00022043425548330211
55,27.5,0.00011021712774165106
56,28.0,0.0
57,28.5,0.00044086851096660423
58,29.0,0.00011021712774165106
59,29.5,0.0003306513832249532
60,30.0,0.0
61,30.5,0.0
