id,fit,a,b,cdf_r2_score,pdf_r2_score
1,cdf,7.54384917287578,2.0124927224248177,0.999506734346204,0.9665413791209646
2,cdf,7.023547368994341,1.7633303715302084,0.9984321921196792,0.9475082696607715
4,cdf,8.522695793325218,1.9463664667889762,0.9989364140929633,0.9471584936563628
5,cdf,8.207216291487116,1.7287818241118669,0.9997935806918747,0.9826271382409052
7,cdf,6.303315359246475,1.7624658031573996,0.9993942758968796,0.9663866843863088
8,cdf,7.525354186460245,1.7700481300310729,0.9993892171615977,0.9493155274927904
9,cdf,1.7069955172271618,1.5651859904478647,0.9986730947610188,0.8643439326451466
10,cdf,8.550328614421696,1.9647888368030992,0.9990040021104863,0.9439826012921466
11,cdf,4.738909496313836,1.5233023648987702,0.9989504276912167,0.9430733502153402
12,cdf,8.905906159057968,1.632007325376288,0.9984882262471517,0.9437435914137329
13,cdf,6.712513164200403,1.6060484171064742,0.99950755989452,0.971830185630051
14,cdf,8.369416943442976,1.493753307652107,0.9992620933354139,0.9330210900055125
15,cdf,10.690845235547721,1.5169084534911608,0.9992459591277604,0.9404964007679825
16,cdf,5.0645281740109995,2.2473959074635763,0.9967039925808061,0.8606939254217536
17,cdf,3.29333994923774,1.5716541507981292,0.9991817504478686,0.9355422926811615
19,cdf,6.910138949626202,1.6639060969041364,0.9998208083988885,0.9775498870238706
21,cdf,6.734191140188646,1.62119739393449,0.9985153118630156,0.9582911196558341
23,cdf,6.175439472783833,1.7261267598929706,0.9998031477314575,0.9805748177036627
25,cdf,6.327567737057281,1.9433586761637207,0.9994321308148129,0.9833317171321818
26,cdf,6.249663594956005,1.432900979495353,0.9995137484681436,0.9659358487086502
27,cdf,7.099747954146345,1.6101273116959074,0.9993481698873374,0.9522876283573598
28,cdf,5.146016666153451,1.57975124106375,0.9994760755684311,0.9587152817334786
30,cdf,7.91965934130088,1.8936986716998427,0.9995613158845112,0.9573377128403517
31,cdf,4.658092161960915,1.9049365338047943,0.9998567078054261,0.9751977301324762
32,cdf,7.183665387984994,1.4002410248747488,0.9996575024785562,0.9437846480400095
33,cdf,10.7829376556349,2.198701782652162,0.999544478905475,0.9857832626738319
34,cdf,9.76597070967237,1.9723044789252422,0.9985998156870726,0.9618353528804918
35,cdf,3.6817400628934083,1.7491056500617719,0.9977560203431441,0.8911708783552331
36,cdf,8.942420500232728,1.5692128555997746,0.9993087779115923,0.9494078107737737
38,cdf,7.689850663954379,1.7449116192581762,0.9997620991293982,0.9789017280213766
39,cdf,5.964385756833675,1.9382982550321182,0.999846857080772,0.9800180267065455
41,cdf,4.899721495526251,1.967811787409624,0.9983554846987374,0.9516327867536747
42,cdf,1.575637921007042,1.3702891321313162,0.999549025631069,0.9530526669753396
43,cdf,7.055748141636201,1.0000000000000002,0.9982000079419742,0.940325406982208
44,cdf,4.556351447422507,1.010178525510867,0.9971134054807693,0.9579253447314442
45,cdf,6.03421412308445,1.61934820589838,0.9987227927933751,0.9225854085980194
46,cdf,5.992254489897011,1.549936689787184,0.9996821228925131,0.9830567002704457
48,cdf,5.404977562243666,1.38005378734431,0.9982202077242218,0.8983653545383865
49,cdf,5.766336887445232,1.8296846638712019,0.9977233404774035,0.8975402398368658
50,cdf,3.1983010625697053,1.5324793405797168,0.9971444586342145,0.9304817026373422
56,cdf,6.5793763634629885,1.6570407607502526,0.998585705108969,0.9534347684013312
60,cdf,4.197530864362057,1.6604053271049986,0.9939820069196714,0.7477525381916689
63,cdf,3.253057091730347,1.0000000000000353,0.9797199959120234,0.5653203377342937
64,cdf,2.2943377423006552,1.4637870339223533,0.9978639152761796,0.9149753037895939
66,cdf,7.695030342112622,1.7888889037237117,0.9982726464788597,0.8868294226153542
69,cdf,9.170188656216999,1.2627647666890862,0.9953204557103807,0.9371384666837111
71,cdf,7.770405130062293,2.05085440555801,0.9985038859595965,0.9497196027510458
72,cdf,6.640716239568868,1.6921520002730446,0.999410276570282,0.9627385540674078
74,cdf,5.298756016139293,2.0586347053764276,0.9987339635878293,0.938380705706811
75,cdf,5.586294992235719,1.9536458137074622,0.998209400786903,0.9079501817417641
77,cdf,4.350196878574678,2.156950838890372,0.9989250512448056,0.9401264303263919
78,cdf,7.026316863155779,1.7946884954174602,0.9992283790279639,0.9499504112253864
79,cdf,5.104745206147129,2.781254769618158,0.9982673274461065,0.9299641754408345
81,cdf,5.668717464831451,1.4609717542613334,0.9989664786467342,0.9151325656955459
82,cdf,5.540509673968696,2.2660102923320147,0.9982410603639417,0.9593197115936128
85,cdf,8.02734234203791,1.9444212810152968,0.9991135645357152,0.9702321985507681
